training_loss,validation_loss
0.12361708,0.03990814
0.030672051,0.024132019
0.020507216,0.014477425
0.008893169,0.0054194075
0.0040010475,0.0030265783
0.0026462462,0.0023119946
0.0021399052,0.0019434615
0.0018043382,0.0016247929
0.0015197346,0.0013518459
0.0012499748,0.001115377
0.0010060311,0.00089955813
0.000825024,0.00075455185
0.0006961393,0.0006239362
0.0005845419,0.00052062125
0.00050233793,0.00046013558
0.00043997364,0.00046152703
0.00039354202,0.00034662982
0.00034236716,0.00032480978
0.00030898012,0.00033633687
0.00028187362,0.00026337424
0.0002617876,0.0002767338
0.0002450347,0.0002106373
0.00021571455,0.00021605205
0.00020523071,0.00018250731
0.00019124517,0.00017070147
0.00018038519,0.00015934296
0.0001695262,0.00015734123
0.00016097924,0.0001522765
0.00015022384,0.00013399422
0.00014709856,0.00012639901
0.00013555736,0.00013119969
0.0001285359,0.00013962414
0.00012922123,0.00012762741
0.00012533613,0.00010729524
0.00011551199,0.000109287714
0.000110779736,0.000102703394
0.000107199034,9.5442425e-05
0.00010343377,8.816098e-05
9.9506564e-05,9.0407324e-05
9.7791424e-05,8.289925e-05
9.413762e-05,7.845871e-05
9.1375456e-05,8.471491e-05
9.0809146e-05,7.5722135e-05
8.79405e-05,8.1386206e-05
8.450376e-05,0.00011750317
8.104598e-05,6.825487e-05
7.863704e-05,8.243492e-05
7.618509e-05,0.00010046111
7.622539e-05,7.217497e-05
7.53595e-05,6.290319e-05
7.0097594e-05,7.863402e-05
7.176213e-05,6.5020744e-05
6.8263216e-05,6.662589e-05
6.6733344e-05,5.619671e-05
6.6124114e-05,5.972814e-05
6.441846e-05,5.4578886e-05
6.42502e-05,5.515775e-05
6.785123e-05,5.4424494e-05
5.814696e-05,5.9224043e-05
6.212757e-05,5.1415755e-05
5.861734e-05,4.896076e-05
5.8100497e-05,4.8364363e-05
5.7696205e-05,5.110366e-05
5.566216e-05,5.5660672e-05
5.659115e-05,4.8019923e-05
5.5043234e-05,4.768549e-05
5.418993e-05,4.5068056e-05
5.3120635e-05,4.7970152e-05
5.2777556e-05,9.457292e-05
5.2461113e-05,5.3762073e-05
5.322525e-05,4.3050404e-05
4.9798073e-05,4.296684e-05
4.9355513e-05,5.4316875e-05
5.0104303e-05,4.344842e-05
4.9371527e-05,4.0914852e-05
4.7700192e-05,3.9952727e-05
4.85663e-05,4.04347e-05
4.7140766e-05,4.471803e-05
4.6761208e-05,4.512148e-05
4.6583922e-05,9.828142e-05
4.6722413e-05,3.8308393e-05
4.640598e-05,3.8095102e-05
4.4102424e-05,5.266199e-05
4.4906123e-05,5.1062478e-05
4.390354e-05,3.705396e-05
4.3769815e-05,5.8158123e-05
4.378796e-05,3.68067e-05
4.373005e-05,4.1250998e-05
4.300261e-05,4.2414427e-05
4.266154e-05,3.773468e-05
4.2630163e-05,3.5119698e-05
4.1239062e-05,3.5297926e-05
4.20116e-05,4.1088777e-05
4.1317173e-05,3.837685e-05
4.1284922e-05,3.514688e-05
4.053385e-05,6.93439e-05
4.0447314e-05,5.293807e-05
3.990272e-05,3.350615e-05
4.015739e-05,6.898182e-05
4.0196355e-05,3.3597997e-05
4.0803217e-05,3.3181346e-05
3.883862e-05,3.7720754e-05
3.8987237e-05,4.7254798e-05
3.9534098e-05,3.4615998e-05
3.8363818e-05,3.248956e-05
3.7838967e-05,3.3867524e-05
3.849773e-05,3.1817533e-05
3.7767884e-05,3.7171947e-05
3.7641687e-05,3.2379678e-05
3.862033e-05,3.4703906e-05
3.7057584e-05,3.16835e-05
3.66256e-05,3.4777117e-05
3.662377e-05,0.00017135509
3.625587e-05,3.1692205e-05
3.614808e-05,3.138108e-05
3.654961e-05,3.2692646e-05
3.6203815e-05,3.2846816e-05
3.5339373e-05,3.0632e-05
3.5624966e-05,3.1129737e-05
3.5289184e-05,3.016744e-05
3.5529123e-05,3.2007927e-05
3.4940003e-05,3.208986e-05
3.5154473e-05,3.1492593e-05
3.4366287e-05,3.4866513e-05
3.4942463e-05,3.621441e-05
3.4038043e-05,3.1012885e-05
3.4172594e-05,4.0022405e-05
3.4220782e-05,4.076239e-05
3.402037e-05,3.5672594e-05
3.376315e-05,2.9819574e-05
3.3969925e-05,3.4412544e-05
3.3165823e-05,3.3721506e-05
3.3437183e-05,3.728081e-05
3.324956e-05,2.8513881e-05
3.4368328e-05,2.8826404e-05
3.2637992e-05,2.8080965e-05
3.3996155e-05,0.000110421664
3.188978e-05,3.2882825e-05
3.279469e-05,2.846426e-05
3.174283e-05,2.8429751e-05
3.2634012e-05,2.7943106e-05
3.2575346e-05,2.9282826e-05
3.281449e-05,2.824749e-05
3.1408457e-05,3.1545762e-05
3.271899e-05,2.7809918e-05
3.2051783e-05,2.7862703e-05
3.1359665e-05,4.8865004e-05
3.2001986e-05,0.0001889942
