training_loss,validation_loss
0.03514222,0.015826691
0.010290232,0.007757031
0.006782324,0.005646555
0.005095496,0.004513146
0.003921835,0.0034820675
0.0032553356,0.0030073281
0.002831246,0.0026991619
0.0025254223,0.002385068
0.002290111,0.002292393
0.0021141951,0.0021446652
0.0019509324,0.0020281556
0.0018466259,0.0020316658
0.0017066814,0.0019031534
0.0016318623,0.0018440183
0.0015388725,0.0017877003
0.0014662932,0.0016969296
0.0013902425,0.0016594876
0.0013413957,0.0016101551
0.0012734691,0.0016838723
0.0012415197,0.0015873106
0.0011805085,0.0015392044
0.0010983284,0.0015103957
0.001089691,0.0014229516
0.0010688866,0.001441249
0.0010286388,0.0014159707
0.0009423052,0.0014657042
0.0009277483,0.0015462646
0.0009151099,0.0013482587
0.0008516333,0.0013486533
0.00082252326,0.0013772509
0.0008271595,0.0013476787
0.0007845856,0.0013768452
0.0007643977,0.0012519358
0.0007370363,0.0014010987
0.00071220926,0.0013131383
0.000685647,0.0012741655
0.00070043834,0.0014187647
0.00067550474,0.0012877033
0.0006521834,0.0011352157
0.00062502833,0.0012642265
0.0006235482,0.0011976055
0.00059459807,0.0012017831
0.00058006815,0.0011793037
0.0005605661,0.0012034704
0.00056361384,0.0011730641
0.0005278157,0.0012511561
0.0005342177,0.0011296173
0.0005460556,0.0012432683
0.0005009782,0.0011660681
0.0005157352,0.0011872159
0.0004929291,0.0011933172
0.00047025678,0.001180228
0.0004780052,0.0012068282
0.00045578252,0.0011250832
0.00045135443,0.0011159646
0.00044558776,0.0011368713
0.00041512962,0.001121608
0.00043498585,0.0010895605
0.0004223894,0.0011541307
0.0004118084,0.0010937229
0.00041472146,0.0011078231
0.00037839112,0.0010826142
0.000403782,0.00115687
0.00035673194,0.0010631788
0.0003699792,0.0011377434
0.000368124,0.0010916275
0.00036216746,0.0011199993
0.0003483398,0.0011493444
0.00036716167,0.0011478568
0.00033189697,0.0010526988
0.00034555903,0.0011245952
0.00031007087,0.001089429
0.00032309382,0.0011032111
0.00031046235,0.001127279
0.00029445966,0.0010612572
0.00031367745,0.001117045
0.00030371294,0.0010956702
0.00029170577,0.0011105733
0.00027993944,0.0010615892
0.0002888051,0.0010574523
0.00028227206,0.001069137
0.00020578691,0.0010234698
0.00019564376,0.0010265297
0.00019396917,0.0010094708
0.00019243528,0.00102001
0.00019109464,0.0010221208
0.00019036792,0.0010190519
0.00019031536,0.0010294551
0.00018949702,0.001018395
0.0001883696,0.0010264165
0.0001881984,0.0010389014
0.0001882789,0.0010239406
0.00018694553,0.0010282723
0.00018793796,0.0010243364
0.00018564488,0.0010370939
0.0001787793,0.0010318818
0.00017828001,0.001026385
0.00017765073,0.0010239711
0.00017781646,0.0010251483
0.00017736848,0.0010240849
0.00017770594,0.001023941
0.0001775046,0.0010243175
0.00017757913,0.0010260247
0.00017755218,0.0010235677
0.00017748083,0.0010236503
0.00017729778,0.0010245818
0.00017614114,0.0010242681
0.00017627733,0.0010240912
0.00017576224,0.0010240963
0.00017625898,0.0010241737
0.00017617254,0.0010241279
0.00017615409,0.0010241652
0.00017625133,0.0010242375
0.00017613012,0.0010241918
0.00017620907,0.0010241581
0.00017617164,0.0010242352
0.00017577186,0.0010241822
0.00017594827,0.0010242013
0.0001758964,0.0010242048
0.00017585406,0.001024186
0.00017597711,0.0010242042
0.00017592324,0.0010242086
0.00017588917,0.0010241853
0.00017589108,0.0010241942
0.00017600936,0.0010241977
0.00017573047,0.0010242199
0.00017582394,0.0010242031
0.00017598753,0.0010242056
0.00017594415,0.0010242016
0.00017598734,0.0010242027
0.0001758696,0.0010242023
0.00017588749,0.0010242163
0.00017608675,0.0010241864
0.00017527731,0.0010242121
0.00017584118,0.0010242033
0.00017596646,0.0010242201
0.0001760262,0.0010242006
0.00017605751,0.0010242146
0.00017597548,0.0010242162
0.00017596585,0.001024215
0.00017600997,0.0010242087
0.00017582143,0.0010242257
0.00017558427,0.0010242248
0.00017597708,0.0010241948
0.00017568904,0.00102421
0.0001759715,0.0010242081
0.00017585394,0.0010242147
0.00017598682,0.0010242033
0.00017574316,0.0010242125
0.00017596515,0.0010242236
0.000175675,0.001024207
0.0001760094,0.0010242026
0.00017592026,0.0010242085
0.00017573913,0.0010242033
0.00017587021,0.0010242217
0.00017574137,0.0010241994
0.00017563865,0.0010242296
0.00017517278,0.0010242144
0.00017579892,0.0010242196
0.00017464548,0.0010242187
0.00017594062,0.0010242224
0.00017602785,0.0010242256
0.0001753991,0.0010242104
0.00017604294,0.0010242076
0.00017605051,0.0010242219
0.0001758911,0.0010242196
0.00017575306,0.0010241831
0.0001760309,0.0010242143
0.00017573542,0.0010242253
0.00017591676,0.0010241895
0.00017585224,0.0010242175
0.00017583289,0.00102421
0.00017584841,0.001024219
0.00017590518,0.001024199
0.00017594839,0.001024202
0.00017586663,0.001024221
0.00017605086,0.001024213
0.00017587954,0.0010241983
0.0001758133,0.0010242127
0.00017578913,0.00102423
0.00017587008,0.0010242116
0.00017599894,0.0010242219
0.00017601888,0.0010242276
0.00017594003,0.0010241962
0.00017539547,0.001024218
0.00017601305,0.0010242122
0.00017600741,0.0010242196
0.00017580483,0.0010242199
0.00017588651,0.0010242102
0.00017579086,0.0010242152
0.00017595272,0.0010242
0.00017560621,0.0010242098
0.0001750099,0.0010242189
0.00017557491,0.0010242142
0.00017571442,0.0010242017
0.00017569306,0.0010242222
0.0001759369,0.0010242136
0.00017594121,0.0010242186
0.00017599501,0.0010242217
0.000175974,0.0010242198
